dataset,class_label,record_id,n_samples,full_min,full_max,full_clip,full_clip_ratio,body_min,body_max,body_clip,body_clip_ratio
xmodelmatch_test,seg,0139_ARR_x_124_60s_40000ms,60000,1901,2589,0,0.0,1904,2589,0,0.0
xmodelmatch_test,seg,0140_ARR_x_124_60s_160000ms,60000,1855,2617,0,0.0,1855,2617,0,0.0
xmodelmatch_test,seg,0141_ARR_x_124_60s_210000ms,60000,1899,2617,0,0.0,1899,2617,0,0.0
xmodelmatch_test,seg,0142_ARR_x_232_60s_170000ms,60000,1919,2257,0,0.0,1919,2241,0,0.0
xmodelmatch_test,seg,0143_ARR_x_232_60s_200000ms,60000,1854,2235,0,0.0,1927,2235,0,0.0
xmodelmatch_test,seg,0144_ARR_x_232_60s_420000ms,60000,1926,2248,0,0.0,1926,2248,0,0.0
xmodelmatch_test,seg,0145_ARR_x_232_60s_500000ms,60000,1910,2293,0,0.0,1910,2293,0,0.0
xmodelmatch_test,seg,0146_ARR_x_233_60s_10000ms,60000,1440,2557,0,0.0,1440,2557,0,0.0
xmodelmatch_test,seg,0147_ARR_x_233_60s_110000ms,60000,1505,2564,0,0.0,1505,2564,0,0.0
xmodelmatch_test,seg,0148_ARR_x_233_60s_320000ms,60000,1533,2525,0,0.0,1533,2525,0,0.0
xmodelmatch_test,seg,0149_ARR_x_233_60s_460000ms,60000,1469,2556,0,0.0,1469,2551,0,0.0
xmodelmatch_test,seg,0150_AFF_04015_60s_390000ms,60000,1464,2544,0,0.0,1464,2544,0,0.0
xmodelmatch_test,seg,0151_AFF_04015_60s_400000ms,60000,1464,2544,0,0.0,1464,2544,0,0.0
xmodelmatch_test,seg,0152_AFF_04015_60s_410000ms,60000,1464,2544,0,0.0,1464,2544,0,0.0
xmodelmatch_test,seg,0153_AFF_04015_60s_420000ms,60000,1465,2545,0,0.0,1465,2545,0,0.0
xmodelmatch_test,seg,0154_AFF_04015_60s_430000ms,60000,1465,2545,0,0.0,1465,2545,0,0.0
xmodelmatch_test,seg,0155_AFF_04015_60s_440000ms,60000,1464,2486,0,0.0,1464,2486,0,0.0
xmodelmatch_test,seg,0156_AFF_04015_60s_450000ms,60000,1532,2486,0,0.0,1532,2486,0,0.0
xmodelmatch_test,seg,0157_AFF_04015_60s_540000ms,60000,1569,2490,0,0.0,1569,2490,0,0.0
xmodelmatch_test,seg,0158_AFF_04015_60s_580000ms,60000,1577,2542,0,0.0,1577,2542,0,0.0
xmodelmatch_test,seg,0159_AFF_04015_60s_590000ms,60000,1577,2543,0,0.0,1577,2543,0,0.0
xmodelmatch_test,seg,0160_AFF_04015_60s_610000ms,60000,1579,2543,0,0.0,1579,2543,0,0.0
xmodelmatch_test,seg,0161_AFF_04015_60s_630000ms,60000,1253,2987,0,0.0,1253,2987,0,0.0
xmodelmatch_test,seg,0162_AFF_06426_60s_5150000ms,60000,1423,2601,0,0.0,1423,2332,0,0.0
xmodelmatch_test,seg,0163_AFF_06426_60s_5340000ms,60000,1373,2511,0,0.0,1373,2511,0,0.0
xmodelmatch_test,seg,0164_AFF_06426_60s_10630000ms,60000,1481,2277,0,0.0,1481,2277,0,0.0
xmodelmatch_test,seg,0165_AFF_06426_60s_13640000ms,60000,1251,2648,0,0.0,1251,2585,0,0.0
xmodelmatch_test,seg,0166_AFF_06426_60s_18610000ms,60000,1028,2743,0,0.0,1028,2743,0,0.0
xmodelmatch_test,seg,0167_AFF_06426_60s_20490000ms,60000,1498,2312,0,0.0,1498,2312,0,0.0
xmodelmatch_test,seg,0168_AFF_06426_60s_21460000ms,60000,1467,2578,0,0.0,1467,2578,0,0.0
xmodelmatch_test,seg,0169_AFF_06426_60s_23830000ms,60000,1388,2583,0,0.0,1388,2340,0,0.0
xmodelmatch_test,seg,0170_AFF_06426_60s_24520000ms,60000,1359,2535,0,0.0,1359,2535,0,0.0
xmodelmatch_test,seg,0171_AFF_06426_60s_27730000ms,60000,1330,2294,0,0.0,1330,2294,0,0.0
xmodelmatch_test,seg,0172_AFF_06426_60s_30470000ms,60000,1605,2564,0,0.0,1605,2564,0,0.0
xmodelmatch_test,seg,0173_AFF_06426_60s_33480000ms,60000,1625,2615,0,0.0,1625,2615,0,0.0
xmodelmatch_test,seg,0174_AFF_07859_60s_2200000ms,60000,1915,2266,0,0.0,1915,2266,0,0.0
xmodelmatch_test,seg,0175_AFF_07859_60s_2480000ms,60000,1923,2259,0,0.0,1923,2259,0,0.0
xmodelmatch_test,seg,0176_AFF_07859_60s_4360000ms,60000,1914,2271,0,0.0,1914,2271,0,0.0
xmodelmatch_test,seg,0177_AFF_07859_60s_5560000ms,60000,1913,2282,0,0.0,1913,2282,0,0.0
xmodelmatch_test,seg,0178_AFF_07859_60s_5830000ms,60000,1871,2253,0,0.0,1871,2253,0,0.0
xmodelmatch_test,seg,0179_AFF_07859_60s_7010000ms,60000,1857,2272,0,0.0,1857,2272,0,0.0
xmodelmatch_test,seg,0180_AFF_07859_60s_12540000ms,60000,1922,2239,0,0.0,1922,2239,0,0.0
xmodelmatch_test,seg,0181_AFF_07859_60s_13550000ms,60000,1877,2283,0,0.0,1877,2283,0,0.0
xmodelmatch_test,seg,0182_AFF_07859_60s_22980000ms,60000,1888,2252,0,0.0,1931,2252,0,0.0
xmodelmatch_test,seg,0183_AFF_07859_60s_26570000ms,60000,1830,2324,0,0.0,1830,2324,0,0.0
xmodelmatch_test,seg,0184_AFF_07859_60s_27500000ms,60000,1880,2328,0,0.0,1880,2328,0,0.0
xmodelmatch_test,seg,0185_AFF_07859_60s_30560000ms,60000,1945,2235,0,0.0,1945,2235,0,0.0
xmodelmatch_test,seg,0186_AFF_07859_60s_34560000ms,60000,1850,2260,0,0.0,1850,2260,0,0.0
xmodelmatch_test,seg,0187_AFF_08405_60s_12230000ms,60000,1633,2688,0,0.0,1633,2688,0,0.0
xmodelmatch_test,seg,0188_AFF_08405_60s_12280000ms,60000,1742,2676,0,0.0,1742,2676,0,0.0
xmodelmatch_test,seg,0189_AFF_08405_60s_13370000ms,60000,1769,2522,0,0.0,1769,2522,0,0.0
xmodelmatch_test,seg,0190_AFF_08405_60s_14820000ms,60000,1775,2504,0,0.0,1775,2504,0,0.0
xmodelmatch_test,seg,0191_AFF_08405_60s_20050000ms,60000,1783,2481,0,0.0,1783,2481,0,0.0
xmodelmatch_test,seg,0192_AFF_08405_60s_22140000ms,60000,1792,2493,0,0.0,1792,2493,0,0.0
xmodelmatch_test,seg,0193_AFF_08405_60s_26120000ms,60000,1780,2512,0,0.0,1780,2512,0,0.0
xmodelmatch_test,seg,0194_AFF_08405_60s_26420000ms,60000,1806,2519,0,0.0,1806,2519,0,0.0
xmodelmatch_test,seg,0195_AFF_08405_60s_26710000ms,60000,1796,2510,0,0.0,1796,2510,0,0.0
xmodelmatch_test,seg,0196_AFF_08405_60s_27330000ms,60000,1722,2546,0,0.0,1762,2546,0,0.0
xmodelmatch_test,seg,0197_AFF_08405_60s_28150000ms,60000,1806,2574,0,0.0,1806,2523,0,0.0
xmodelmatch_test,seg,0198_AFF_08405_60s_28990000ms,60000,1799,2504,0,0.0,1799,2504,0,0.0
xmodelmatch_test,seg,0199_AFF_08405_60s_29000000ms,60000,1795,2504,0,0.0,1795,2504,0,0.0
xmodelmatch_val,seg,0000_NSR_16273_60s_2810000ms,60000,1869,2866,0,0.0,1869,2866,0,0.0
xmodelmatch_val,seg,0001_NSR_16273_60s_26010000ms,60000,1940,2907,0,0.0,1940,2907,0,0.0
xmodelmatch_val,seg,0002_NSR_16273_60s_26020000ms,60000,1940,2907,0,0.0,1940,2907,0,0.0
xmodelmatch_val,seg,0003_NSR_16273_60s_46690000ms,60000,1893,2882,0,0.0,1893,2882,0,0.0
xmodelmatch_val,seg,0004_NSR_16273_60s_48270000ms,60000,1773,3050,0,0.0,1845,2986,0,0.0
xmodelmatch_val,seg,0005_NSR_16273_60s_52690000ms,60000,1918,2775,0,0.0,1918,2775,0,0.0
xmodelmatch_val,seg,0006_NSR_16273_60s_53180000ms,60000,1941,2791,0,0.0,1941,2791,0,0.0
xmodelmatch_val,seg,0007_NSR_16273_60s_59200000ms,60000,1960,2710,0,0.0,1960,2710,0,0.0
xmodelmatch_val,seg,0008_NSR_16273_60s_60850000ms,60000,1908,2882,0,0.0,1908,2882,0,0.0
xmodelmatch_val,seg,0009_NSR_16273_60s_62250000ms,60000,1854,2893,0,0.0,1854,2893,0,0.0
xmodelmatch_val,seg,0010_NSR_16273_60s_69470000ms,60000,1905,2884,0,0.0,1905,2884,0,0.0
xmodelmatch_val,seg,0011_NSR_16273_60s_73980000ms,60000,1904,2862,0,0.0,1904,2862,0,0.0
xmodelmatch_val,seg,0012_NSR_16786_60s_1230000ms,60000,1869,2787,0,0.0,1869,2787,0,0.0
xmodelmatch_val,seg,0013_NSR_16786_60s_10680000ms,60000,1852,2782,0,0.0,1852,2771,0,0.0
xmodelmatch_val,seg,0014_NSR_16786_60s_20520000ms,60000,1881,2796,0,0.0,1881,2796,0,0.0
xmodelmatch_val,seg,0015_NSR_16786_60s_22140000ms,60000,1345,2790,0,0.0,1873,2790,0,0.0
xmodelmatch_val,seg,0016_NSR_16786_60s_22290000ms,60000,1891,2793,0,0.0,1891,2793,0,0.0
xmodelmatch_val,seg,0017_NSR_16786_60s_23760000ms,60000,1882,2801,0,0.0,1882,2801,0,0.0
xmodelmatch_val,seg,0018_NSR_16786_60s_29760000ms,60000,1881,2810,0,0.0,1890,2810,0,0.0
xmodelmatch_val,seg,0019_NSR_16786_60s_42030000ms,60000,1985,2578,0,0.0,1985,2578,0,0.0
xmodelmatch_val,seg,0020_NSR_16786_60s_57940000ms,60000,1386,2753,0,0.0,1911,2753,0,0.0
xmodelmatch_val,seg,0021_NSR_16786_60s_67880000ms,60000,1911,2750,0,0.0,1911,2750,0,0.0
xmodelmatch_val,seg,0022_NSR_16786_60s_74050000ms,60000,1927,2740,0,0.0,1927,2740,0,0.0
xmodelmatch_val,seg,0023_NSR_16786_60s_75780000ms,60000,1894,2738,0,0.0,1894,2738,0,0.0
xmodelmatch_val,seg,0024_NSR_16786_60s_82490000ms,60000,1889,2713,0,0.0,1900,2713,0,0.0
xmodelmatch_val,seg,0025_NSR_17052_60s_7000000ms,60000,1873,2447,0,0.0,1873,2447,0,0.0
xmodelmatch_val,seg,0026_NSR_17052_60s_8010000ms,60000,1836,2497,0,0.0,1836,2497,0,0.0
xmodelmatch_val,seg,0027_NSR_17052_60s_9530000ms,60000,1845,2526,0,0.0,1845,2526,0,0.0
xmodelmatch_val,seg,0028_NSR_17052_60s_12980000ms,60000,1764,2582,0,0.0,1764,2582,0,0.0
xmodelmatch_val,seg,0029_NSR_17052_60s_16160000ms,60000,1766,2587,0,0.0,1766,2587,0,0.0
xmodelmatch_val,seg,0030_NSR_17052_60s_18890000ms,60000,1854,2449,0,0.0,1855,2449,0,0.0
xmodelmatch_val,seg,0031_NSR_17052_60s_26330000ms,60000,1814,2547,0,0.0,1814,2547,0,0.0
xmodelmatch_val,seg,0032_NSR_17052_60s_27050000ms,60000,1824,2545,0,0.0,1824,2545,0,0.0
xmodelmatch_val,seg,0033_NSR_17052_60s_28990000ms,60000,1825,2575,0,0.0,1825,2575,0,0.0
xmodelmatch_val,seg,0034_NSR_17052_60s_33350000ms,60000,1849,2585,0,0.0,1853,2585,0,0.0
xmodelmatch_val,seg,0035_NSR_17052_60s_38540000ms,60000,1806,2563,0,0.0,1806,2563,0,0.0
xmodelmatch_val,seg,0036_NSR_17052_60s_45530000ms,60000,1861,2488,0,0.0,1861,2488,0,0.0
xmodelmatch_val,seg,0037_NSR_17052_60s_49710000ms,60000,1858,2530,0,0.0,1858,2530,0,0.0
xmodelmatch_val,seg,0038_NSR_19140_60s_14110000ms,60000,1953,2444,0,0.0,1953,2444,0,0.0
xmodelmatch_val,seg,0039_NSR_19140_60s_24420000ms,60000,1951,2384,0,0.0,1951,2384,0,0.0
xmodelmatch_val,seg,0040_NSR_19140_60s_25870000ms,60000,1974,2315,0,0.0,1974,2315,0,0.0
xmodelmatch_val,seg,0041_NSR_19140_60s_35670000ms,60000,1946,2376,0,0.0,1977,2376,0,0.0
xmodelmatch_val,seg,0042_NSR_19140_60s_37730000ms,60000,1941,2367,0,0.0,1974,2367,0,0.0
xmodelmatch_val,seg,0043_NSR_19140_60s_48790000ms,60000,1981,2408,0,0.0,1985,2408,0,0.0
xmodelmatch_val,seg,0044_NSR_19140_60s_55140000ms,60000,1965,2390,0,0.0,1984,2390,0,0.0
xmodelmatch_val,seg,0045_NSR_19140_60s_55480000ms,60000,1992,2348,0,0.0,1992,2348,0,0.0
xmodelmatch_val,seg,0046_NSR_19140_60s_62330000ms,60000,1997,2345,0,0.0,1997,2345,0,0.0
xmodelmatch_val,seg,0047_NSR_19140_60s_62690000ms,60000,1760,2381,0,0.0,1987,2381,0,0.0
xmodelmatch_val,seg,0048_NSR_19140_60s_66240000ms,60000,1984,2402,0,0.0,1984,2398,0,0.0
xmodelmatch_val,seg,0049_NSR_19140_60s_70310000ms,60000,1991,2318,0,0.0,1991,2318,0,0.0
xmodelmatch_val,seg,0050_CHF_chf01_60s_1480000ms,60000,1941,2408,0,0.0,1941,2408,0,0.0
xmodelmatch_val,seg,0051_CHF_chf01_60s_1720000ms,60000,1937,2402,0,0.0,1937,2402,0,0.0
xmodelmatch_val,seg,0052_CHF_chf01_60s_1990000ms,60000,1900,2447,0,0.0,1900,2447,0,0.0
xmodelmatch_val,seg,0053_CHF_chf01_60s_22910000ms,60000,1248,2492,0,0.0,1248,2492,0,0.0
xmodelmatch_val,seg,0054_CHF_chf01_60s_26300000ms,60000,1111,2523,0,0.0,1111,2523,0,0.0
xmodelmatch_val,seg,0055_CHF_chf01_60s_26880000ms,60000,1206,2656,0,0.0,1206,2339,0,0.0
xmodelmatch_val,seg,0056_CHF_chf01_60s_29220000ms,60000,1170,2358,0,0.0,1170,2358,0,0.0
xmodelmatch_val,seg,0057_CHF_chf01_60s_30440000ms,60000,1216,2346,0,0.0,1216,2346,0,0.0
xmodelmatch_val,seg,0058_CHF_chf01_60s_31990000ms,60000,1185,2319,0,0.0,1185,2319,0,0.0
xmodelmatch_val,seg,0059_CHF_chf01_60s_41350000ms,60000,1913,2373,0,0.0,1913,2373,0,0.0
xmodelmatch_val,seg,0060_CHF_chf01_60s_44690000ms,60000,1936,2365,0,0.0,1936,2365,0,0.0
xmodelmatch_val,seg,0061_CHF_chf01_60s_47040000ms,60000,1908,2400,0,0.0,1908,2400,0,0.0
xmodelmatch_val,seg,0062_CHF_chf01_60s_48210000ms,60000,1812,2360,0,0.0,1919,2360,0,0.0
xmodelmatch_val,seg,0063_CHF_chf01_60s_52280000ms,60000,1567,2439,0,0.0,1567,2439,0,0.0
xmodelmatch_val,seg,0064_CHF_chf01_60s_63130000ms,60000,1938,2404,0,0.0,1938,2404,0,0.0
xmodelmatch_val,seg,0065_CHF_chf01_60s_67930000ms,60000,1881,2423,0,0.0,1881,2423,0,0.0
xmodelmatch_val,seg,0066_CHF_chf02_60s_1220000ms,60000,1830,2160,0,0.0,1830,2160,0,0.0
xmodelmatch_val,seg,0067_CHF_chf02_60s_1570000ms,60000,1839,2159,0,0.0,1839,2159,0,0.0
xmodelmatch_val,seg,0068_CHF_chf02_60s_13760000ms,60000,1705,2330,0,0.0,1705,2330,0,0.0
xmodelmatch_val,seg,0069_CHF_chf02_60s_14470000ms,60000,1746,2307,0,0.0,1746,2307,0,0.0
xmodelmatch_val,seg,0070_CHF_chf02_60s_15260000ms,60000,1783,2326,0,0.0,1783,2315,0,0.0
xmodelmatch_val,seg,0071_CHF_chf02_60s_15860000ms,60000,1737,2336,0,0.0,1737,2336,0,0.0
xmodelmatch_val,seg,0072_CHF_chf02_60s_18490000ms,60000,1749,2239,0,0.0,1749,2239,0,0.0
xmodelmatch_val,seg,0073_CHF_chf02_60s_18730000ms,60000,1688,2279,0,0.0,1688,2279,0,0.0
xmodelmatch_val,seg,0074_CHF_chf02_60s_19830000ms,60000,1678,2256,0,0.0,1678,2256,0,0.0
xmodelmatch_val,seg,0075_CHF_chf02_60s_31880000ms,60000,1780,2291,0,0.0,1780,2291,0,0.0
xmodelmatch_val,seg,0076_CHF_chf02_60s_33250000ms,60000,1785,2163,0,0.0,1785,2163,0,0.0
xmodelmatch_val,seg,0077_CHF_chf02_60s_35200000ms,60000,1733,2270,0,0.0,1733,2270,0,0.0
xmodelmatch_val,seg,0078_CHF_chf02_60s_40230000ms,60000,1603,2302,0,0.0,1603,2302,0,0.0
xmodelmatch_val,seg,0079_CHF_chf02_60s_40420000ms,60000,1728,2339,0,0.0,1728,2339,0,0.0
xmodelmatch_val,seg,0080_CHF_chf02_60s_51870000ms,60000,1784,2308,0,0.0,1786,2308,0,0.0
xmodelmatch_val,seg,0081_CHF_chf02_60s_69750000ms,60000,1555,2576,0,0.0,1555,2576,0,0.0
xmodelmatch_val,seg,0082_CHF_chf02_60s_70150000ms,60000,1801,2320,0,0.0,1801,2300,0,0.0
xmodelmatch_val,seg,0083_CHF_chf12_60s_12820000ms,60000,1979,2134,0,0.0,1979,2134,0,0.0
xmodelmatch_val,seg,0084_CHF_chf12_60s_12950000ms,60000,1926,2177,0,0.0,1926,2177,0,0.0
xmodelmatch_val,seg,0085_CHF_chf12_60s_13190000ms,60000,1974,2139,0,0.0,1974,2139,0,0.0
xmodelmatch_val,seg,0086_CHF_chf12_60s_14130000ms,60000,1930,2168,0,0.0,1930,2168,0,0.0
xmodelmatch_val,seg,0087_CHF_chf12_60s_20020000ms,60000,1931,2303,0,0.0,1931,2303,0,0.0
xmodelmatch_val,seg,0088_CHF_chf12_60s_30050000ms,60000,1832,2366,0,0.0,1832,2366,0,0.0
xmodelmatch_val,seg,0089_CHF_chf12_60s_30790000ms,60000,1939,2233,0,0.0,1939,2233,0,0.0
xmodelmatch_val,seg,0090_CHF_chf12_60s_30930000ms,60000,1929,2185,0,0.0,1929,2185,0,0.0
xmodelmatch_val,seg,0091_CHF_chf12_60s_33940000ms,60000,1974,2203,0,0.0,1974,2203,0,0.0
xmodelmatch_val,seg,0092_CHF_chf12_60s_45060000ms,60000,1961,2175,0,0.0,1961,2175,0,0.0
xmodelmatch_val,seg,0093_CHF_chf12_60s_48210000ms,60000,1902,2200,0,0.0,1983,2200,0,0.0
xmodelmatch_val,seg,0094_CHF_chf12_60s_53300000ms,60000,1976,2195,0,0.0,1976,2195,0,0.0
xmodelmatch_val,seg,0095_CHF_chf12_60s_53580000ms,60000,1894,2178,0,0.0,1901,2178,0,0.0
xmodelmatch_val,seg,0096_CHF_chf12_60s_54110000ms,60000,1878,2190,0,0.0,1898,2190,0,0.0
xmodelmatch_val,seg,0097_CHF_chf12_60s_54580000ms,60000,1839,2196,0,0.0,1839,2196,0,0.0
xmodelmatch_val,seg,0098_CHF_chf12_60s_66060000ms,60000,1729,2205,0,0.0,1729,2205,0,0.0
xmodelmatch_val,seg,0099_CHF_chf12_60s_68080000ms,60000,1727,2197,0,0.0,1727,2197,0,0.0
xmodelmatch_val,seg,0100_ARR_102_60s_310000ms,60000,1919,2316,0,0.0,1919,2316,0,0.0
xmodelmatch_val,seg,0101_ARR_102_60s_540000ms,60000,1876,2337,0,0.0,1876,2337,0,0.0
xmodelmatch_val,seg,0102_ARR_102_60s_750000ms,60000,1931,2319,0,0.0,1931,2319,0,0.0
xmodelmatch_val,seg,0103_ARR_102_60s_790000ms,60000,1926,2325,0,0.0,1926,2325,0,0.0
xmodelmatch_val,seg,0104_ARR_102_60s_1150000ms,60000,1911,2326,0,0.0,1911,2326,0,0.0
xmodelmatch_val,seg,0105_ARR_102_60s_1500000ms,60000,1911,2321,0,0.0,1911,2321,0,0.0
xmodelmatch_val,seg,0106_ARR_102_60s_1580000ms,60000,1893,2322,0,0.0,1893,2322,0,0.0
xmodelmatch_val,seg,0107_ARR_106_60s_690000ms,60000,1604,2682,0,0.0,1604,2682,0,0.0
xmodelmatch_val,seg,0108_ARR_106_60s_910000ms,60000,1660,2632,0,0.0,1660,2632,0,0.0
xmodelmatch_val,seg,0109_ARR_106_60s_950000ms,60000,1655,2591,0,0.0,1655,2591,0,0.0
xmodelmatch_val,seg,0110_ARR_106_60s_1120000ms,60000,1753,2656,0,0.0,1753,2656,0,0.0
xmodelmatch_val,seg,0111_ARR_106_60s_1190000ms,60000,1703,2602,0,0.0,1707,2602,0,0.0
xmodelmatch_val,seg,0112_ARR_106_60s_1450000ms,60000,1609,2604,0,0.0,1609,2604,0,0.0
xmodelmatch_val,seg,0113_ARR_111_60s_700000ms,60000,1915,2314,0,0.0,1915,2314,0,0.0
xmodelmatch_val,seg,0114_ARR_111_60s_770000ms,60000,1914,2296,0,0.0,1914,2296,0,0.0
xmodelmatch_val,seg,0115_ARR_111_60s_1030000ms,60000,1919,2363,0,0.0,1919,2337,0,0.0
xmodelmatch_val,seg,0116_ARR_111_60s_1170000ms,60000,1711,2355,0,0.0,1711,2355,0,0.0
xmodelmatch_val,seg,0117_ARR_111_60s_1270000ms,60000,1907,2321,0,0.0,1915,2321,0,0.0
xmodelmatch_val,seg,0118_ARR_111_60s_1580000ms,60000,1929,2283,0,0.0,1929,2283,0,0.0
xmodelmatch_val,seg,0119_ARR_111_60s_1730000ms,60000,1882,2287,0,0.0,1882,2287,0,0.0
xmodelmatch_val,seg,0120_ARR_202_60s_210000ms,60000,1927,2422,0,0.0,1927,2414,0,0.0
xmodelmatch_val,seg,0121_ARR_202_60s_220000ms,60000,1927,2415,0,0.0,1927,2415,0,0.0
xmodelmatch_val,seg,0122_ARR_202_60s_570000ms,60000,1952,2453,0,0.0,1952,2453,0,0.0
xmodelmatch_val,seg,0123_ARR_202_60s_720000ms,60000,1678,2696,0,0.0,1678,2696,0,0.0
xmodelmatch_val,seg,0124_ARR_202_60s_790000ms,60000,1788,2491,0,0.0,1788,2491,0,0.0
xmodelmatch_val,seg,0125_ARR_202_60s_800000ms,60000,1787,2491,0,0.0,1787,2491,0,0.0
xmodelmatch_val,seg,0126_ARR_215_60s_0ms,60000,1803,2652,0,0.0,1803,2652,0,0.0
xmodelmatch_val,seg,0127_ARR_215_60s_110000ms,60000,1799,2524,0,0.0,1799,2524,0,0.0
xmodelmatch_val,seg,0128_ARR_215_60s_150000ms,60000,1781,2548,0,0.0,1781,2548,0,0.0
xmodelmatch_val,seg,0129_ARR_215_60s_1570000ms,60000,1763,2638,0,0.0,1763,2638,0,0.0
xmodelmatch_val,seg,0130_ARR_215_60s_1600000ms,60000,1751,2638,0,0.0,1751,2638,0,0.0
xmodelmatch_val,seg,0131_ARR_215_60s_1610000ms,60000,1752,2638,0,0.0,1752,2638,0,0.0
xmodelmatch_val,seg,0132_ARR_223_60s_90000ms,60000,1611,2614,0,0.0,1611,2614,0,0.0
xmodelmatch_val,seg,0133_ARR_223_60s_400000ms,60000,1893,2486,0,0.0,1893,2486,0,0.0
xmodelmatch_val,seg,0134_ARR_223_60s_480000ms,60000,1932,2313,0,0.0,1932,2291,0,0.0
xmodelmatch_val,seg,0135_ARR_223_60s_510000ms,60000,1650,2291,0,0.0,1650,2291,0,0.0
xmodelmatch_val,seg,0136_ARR_223_60s_700000ms,60000,1758,2682,0,0.0,1758,2682,0,0.0
xmodelmatch_val,seg,0137_ARR_223_60s_850000ms,60000,1723,2578,0,0.0,1723,2578,0,0.0
xmodelmatch_val,seg,0138_ARR_x_114_60s_270000ms,60000,1725,2216,0,0.0,1725,2216,0,0.0
xmodelmatch_val,seg,0139_ARR_x_114_60s_320000ms,60000,1515,2314,0,0.0,1515,2314,0,0.0
xmodelmatch_val,seg,0140_ARR_x_114_60s_330000ms,60000,1515,2314,0,0.0,1515,2314,0,0.0
xmodelmatch_val,seg,0141_ARR_x_114_60s_350000ms,60000,1752,2212,0,0.0,1752,2212,0,0.0
xmodelmatch_val,seg,0142_ARR_x_114_60s_380000ms,60000,1761,2228,0,0.0,1761,2228,0,0.0
xmodelmatch_val,seg,0143_ARR_x_114_60s_440000ms,60000,1758,2212,0,0.0,1758,2212,0,0.0
xmodelmatch_val,seg,0144_ARR_x_231_60s_10000ms,60000,1813,2473,0,0.0,1813,2473,0,0.0
xmodelmatch_val,seg,0145_ARR_x_231_60s_130000ms,60000,1798,2570,0,0.0,1798,2570,0,0.0
xmodelmatch_val,seg,0146_ARR_x_231_60s_200000ms,60000,1822,2474,0,0.0,1822,2461,0,0.0
xmodelmatch_val,seg,0147_ARR_x_231_60s_320000ms,60000,1830,2494,0,0.0,1830,2494,0,0.0
xmodelmatch_val,seg,0148_ARR_x_231_60s_340000ms,60000,1606,2494,0,0.0,1832,2494,0,0.0
xmodelmatch_val,seg,0149_ARR_x_231_60s_520000ms,60000,1809,2529,0,0.0,1809,2529,0,0.0
xmodelmatch_val,seg,0150_AFF_04043_60s_10730000ms,60000,1939,2445,0,0.0,1939,2445,0,0.0
xmodelmatch_val,seg,0151_AFF_04043_60s_14660000ms,60000,1936,2400,0,0.0,1936,2400,0,0.0
xmodelmatch_val,seg,0152_AFF_04043_60s_19930000ms,60000,1944,2406,0,0.0,1944,2406,0,0.0
xmodelmatch_val,seg,0153_AFF_04043_60s_21090000ms,60000,1941,2407,0,0.0,1941,2407,0,0.0
xmodelmatch_val,seg,0154_AFF_04043_60s_23260000ms,60000,1946,2403,0,0.0,1946,2403,0,0.0
xmodelmatch_val,seg,0155_AFF_04043_60s_31030000ms,60000,1903,2421,0,0.0,1903,2421,0,0.0
xmodelmatch_val,seg,0156_AFF_04043_60s_31290000ms,60000,1900,2463,0,0.0,1900,2463,0,0.0
xmodelmatch_val,seg,0157_AFF_04043_60s_31330000ms,60000,1932,2460,0,0.0,1932,2460,0,0.0
xmodelmatch_val,seg,0158_AFF_04043_60s_32280000ms,60000,1934,2423,0,0.0,1934,2423,0,0.0
xmodelmatch_val,seg,0159_AFF_04043_60s_33760000ms,60000,1935,2413,0,0.0,1935,2413,0,0.0
xmodelmatch_val,seg,0160_AFF_04043_60s_33850000ms,60000,1703,2407,0,0.0,1918,2407,0,0.0
xmodelmatch_val,seg,0161_AFF_04043_60s_35800000ms,60000,1914,2426,0,0.0,1914,2426,0,0.0
xmodelmatch_val,seg,0162_AFF_04126_60s_120000ms,60000,1736,2275,0,0.0,1760,2275,0,0.0
xmodelmatch_val,seg,0163_AFF_04126_60s_240000ms,60000,1710,2283,0,0.0,1715,2283,0,0.0
xmodelmatch_val,seg,0164_AFF_04126_60s_260000ms,60000,1772,2278,0,0.0,1772,2278,0,0.0
xmodelmatch_val,seg,0165_AFF_04126_60s_280000ms,60000,1760,2295,0,0.0,1760,2295,0,0.0
xmodelmatch_val,seg,0166_AFF_04126_60s_1050000ms,60000,1691,2434,0,0.0,1691,2434,0,0.0
xmodelmatch_val,seg,0167_AFF_04126_60s_1120000ms,60000,1775,2401,0,0.0,1775,2401,0,0.0
xmodelmatch_val,seg,0168_AFF_04126_60s_1260000ms,60000,1745,2268,0,0.0,1745,2268,0,0.0
xmodelmatch_val,seg,0169_AFF_04126_60s_2970000ms,60000,1668,2232,0,0.0,1774,2232,0,0.0
xmodelmatch_val,seg,0170_AFF_04126_60s_2990000ms,60000,1752,2232,0,0.0,1770,2232,0,0.0
xmodelmatch_val,seg,0171_AFF_04126_60s_3090000ms,60000,1235,2524,0,0.0,1235,2524,0,0.0
xmodelmatch_val,seg,0172_AFF_04126_60s_3130000ms,60000,1798,2307,0,0.0,1798,2307,0,0.0
xmodelmatch_val,seg,0173_AFF_04126_60s_3220000ms,60000,1598,2495,0,0.0,1598,2495,0,0.0
xmodelmatch_val,seg,0174_AFF_05091_60s_17380000ms,60000,1338,2537,0,0.0,1338,2537,0,0.0
