artifact_id,component,owner,upstream_repository,upstream_commit,upstream_path,integrated_path,sha256,size_bytes,artifact_type,claim_supported,report_section,verification_status,notes
ART-00109,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/results_dataset/notch_dense_sweep.csv,components/matlab_prevalidation/matlab_afe_validation/results_dataset/notch_dense_sweep.csv,1efa45c5821a4ee0932653ee79feab4f77b2fa68a1fa78a062d8240e490dc924,4319067,tabular evidence,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_AF_NORMALIZED,"integrated artifact after AF class-label normalization; classifier arithmetic, class ID, and numeric evidence are unchanged"
ART-00110,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/results_dataset/notch_dense_sweep_metrics.csv,components/matlab_prevalidation/matlab_afe_validation/results_dataset/notch_dense_sweep_metrics.csv,6a4d901d5c0795a4dbda2d98157808d157e91338fced540f03a3c03ecfdc9a9a,756,tabular evidence,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00111,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/results_dataset/NSR/afe_adc_dynamic_range_metrics.csv,components/matlab_prevalidation/matlab_afe_validation/results_dataset/NSR/afe_adc_dynamic_range_metrics.csv,2ab2f27f5b43c0848f059c38a550d42401f0e0c1552af3b50350e843f17d8c27,253,tabular evidence,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00112,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/results_dataset/NSR/fig_adc_code_distribution.png,components/matlab_prevalidation/matlab_afe_validation/results_dataset/NSR/fig_adc_code_distribution.png,c5572bd00e6efce6dc4841a6336e112b2cb2ed97d57e3cf25dfcc1070ae15a27,34004,figure,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00113,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/results_dataset/NSR/fig_adc_code_time_domain.png,components/matlab_prevalidation/matlab_afe_validation/results_dataset/NSR/fig_adc_code_time_domain.png,7ffd95cf6f99487a95b68b6da102a10ff16bca34782491e9b49c63684d8edb72,58860,figure,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00114,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/results_dataset/NSR/fig_afe_output_before_adc.png,components/matlab_prevalidation/matlab_afe_validation/results_dataset/NSR/fig_afe_output_before_adc.png,3efc575f72f13d158bd9c194177087723a92ee968dce5f6b88adca08cfd893f1,39778,figure,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00115,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/results_dataset/NSR/fig_after_hpf.png,components/matlab_prevalidation/matlab_afe_validation/results_dataset/NSR/fig_after_hpf.png,1062cdb22abb6a6e447ae3a490549fc15622b6cc82fe1789733e6f24d293bcb3,45560,figure,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00116,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/results_dataset/NSR/fig_after_ia_gain.png,components/matlab_prevalidation/matlab_afe_validation/results_dataset/NSR/fig_after_ia_gain.png,0a03a50c8ff4b9e0df76da54bbfcb5e7707dd09eb48238ffd3f305d9195fdf22,44110,figure,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00117,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/results_dataset/NSR/fig_input_differential_ecg.png,components/matlab_prevalidation/matlab_afe_validation/results_dataset/NSR/fig_input_differential_ecg.png,b2f17201f1985e1f25c87150f7dab280ab703b57245fac70cabfeaa4e47f9982,46322,figure,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00118,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/results_dataset/NSR/matlab_adc_offset_binary_hex.mem,components/matlab_prevalidation/matlab_afe_validation/results_dataset/NSR/matlab_adc_offset_binary_hex.mem,a9da5909aa345e89bd9a0357f33a7e92bdf8263e6d916e617dd4de26114cb1ba,240000,memory/vector artifact,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00119,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/results_dataset/NSR/matlab_adc_signed_decimal.txt,components/matlab_prevalidation/matlab_afe_validation/results_dataset/NSR/matlab_adc_signed_decimal.txt,41c790933d3176faec4df796b76138386ce7d45c3644186ca218c8005ec35441,216136,text/vector artifact,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00120,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/results_dataset/NSR/matlab_afe_adc_output.csv,components/matlab_prevalidation/matlab_afe_validation/results_dataset/NSR/matlab_afe_adc_output.csv,595828b09a8612d10c37c0a2161c1cdf956c85658b17b0613b0cdeed4f006d53,7502558,tabular evidence,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00121,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/results_dataset/record100_NSR/afe_adc_dynamic_range_metrics.csv,components/matlab_prevalidation/matlab_afe_validation/results_dataset/record100_NSR/afe_adc_dynamic_range_metrics.csv,069e0a8dae02bdb6d2a9be23fe81aead346f206c81790da0bb9794d141e7297e,276,tabular evidence,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00122,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/results_dataset/record100_NSR/fig_adc_code_distribution.png,components/matlab_prevalidation/matlab_afe_validation/results_dataset/record100_NSR/fig_adc_code_distribution.png,b936d49255dcfc01661f7a77ecc98b521b9a346b99f722b59b67548eec45dbb7,32009,figure,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00123,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/results_dataset/record100_NSR/fig_adc_code_time_domain.png,components/matlab_prevalidation/matlab_afe_validation/results_dataset/record100_NSR/fig_adc_code_time_domain.png,cab8129f8c2f97c8f0921c3c62f7f67d894113d57f3acb68aa61df9fa0a775ac,62607,figure,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00124,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/results_dataset/record100_NSR/fig_afe_output_before_adc.png,components/matlab_prevalidation/matlab_afe_validation/results_dataset/record100_NSR/fig_afe_output_before_adc.png,f276ff00e545311b5d40e47abbe879eb36de7f6bdb3a2f5566656ca48a0c5297,38844,figure,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00125,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/results_dataset/record100_NSR/fig_after_hpf.png,components/matlab_prevalidation/matlab_afe_validation/results_dataset/record100_NSR/fig_after_hpf.png,fb8a1e6dc9bb5f95dbbe8eb13336ff6c78dc72c16fdf3e18a0739d9fa6e538c7,52286,figure,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00126,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/results_dataset/record100_NSR/fig_after_ia_gain.png,components/matlab_prevalidation/matlab_afe_validation/results_dataset/record100_NSR/fig_after_ia_gain.png,63fa7d8c2136fa51980ddc4e71b85cf910daa62d4042d443ec4946d377e86864,49104,figure,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00127,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/results_dataset/record100_NSR/fig_input_differential_ecg.png,components/matlab_prevalidation/matlab_afe_validation/results_dataset/record100_NSR/fig_input_differential_ecg.png,145f46cec08caff54b6d02bbf22b8fe7a456b430d346e5b5b6037822b25f706b,53441,figure,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00128,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/results_dataset/record100_NSR/matlab_adc_offset_binary_hex.mem,components/matlab_prevalidation/matlab_afe_validation/results_dataset/record100_NSR/matlab_adc_offset_binary_hex.mem,5dab71a3a2a29236339835d1d403c88b793199f979ea69cec071be7f8106140b,40000,memory/vector artifact,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00129,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/results_dataset/record100_NSR/matlab_adc_signed_decimal.txt,components/matlab_prevalidation/matlab_afe_validation/results_dataset/record100_NSR/matlab_adc_signed_decimal.txt,3c875955705eed9c16d6885d3cf5fabd09f3c960056a3c19b9553eb0a966618e,33162,text/vector artifact,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00130,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/results_dataset/record100_NSR/matlab_afe_adc_output.csv,components/matlab_prevalidation/matlab_afe_validation/results_dataset/record100_NSR/matlab_afe_adc_output.csv,cd9afc5b5e42339cacebace6c9390feca674479aeca0c2bc450f8f7f4c31f945,1352495,tabular evidence,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00131,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/run_afe_adc_validation.m,components/matlab_prevalidation/matlab_afe_validation/run_afe_adc_validation.m,892eea9c6149efc816e270dac9056531c0cff66b8f9117fa61f7f9c33b4f9409,1401,MATLAB source,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00132,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/run_afe_dataset_validation.m,components/matlab_prevalidation/matlab_afe_validation/run_afe_dataset_validation.m,e9dc1fd5482e7ab0e49666c294a5469110003d673ca97c3753f224bda3bc50ac,5382,MATLAB source,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_AF_NORMALIZED,"integrated artifact after AF class-label normalization; classifier arithmetic, class ID, and numeric evidence are unchanged"
ART-00133,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/run_all_matlab_afe_prevalidation.m,components/matlab_prevalidation/matlab_afe_validation/run_all_matlab_afe_prevalidation.m,820fc691d97692d86d16aedc0c7ede8752d13460827ae8fa5333883d577ee1cc,1900,MATLAB source,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00134,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/save_afe_outputs.m,components/matlab_prevalidation/matlab_afe_validation/save_afe_outputs.m,d97c0bd553dc5e335a8d979df6cefa39898765e4523b8b4ef14c678634445050,1064,MATLAB source,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00135,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/verify_reference_vector_manifest.m,components/matlab_prevalidation/matlab_afe_validation/verify_reference_vector_manifest.m,c7149087e2319734399f5133c083a0c9eb387ad31923dfcaef7069c8becebda8,2942,MATLAB source,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00136,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,README.md,components/matlab_prevalidation/README.md,1335922c305b49f9b026474a12d19bbde4b2a5e5ab3ec6c7eae763ffe60e31b0,9815,documentation,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_AF_NORMALIZED,"integrated artifact after AF class-label normalization; classifier arithmetic, class ID, and numeric evidence are unchanged"
ART-00137,afe_xmodel,이수환,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,.gitignore,components/afe_xmodel/.gitignore,60f7f4d2f93eb211fdecf551cc08df9093587bde83a9efda451e4a9157a4bfc1,514,component artifact,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00138,afe_xmodel,이수환,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,afe_input_dataset/afe_input_AF.csv,components/afe_xmodel/afe_input_dataset/afe_input_AF.csv,abfb38dbc274973514b3b0c4e37c08d193122520c2bd4e211c8792dbca540ffe,1529064,tabular evidence,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_AF_NORMALIZED,"integrated artifact after AF class-label normalization; classifier arithmetic, class ID, and numeric evidence are unchanged"
ART-00139,afe_xmodel,이수환,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,afe_input_dataset/afe_input_AF.pwl,components/afe_xmodel/afe_input_dataset/afe_input_AF.pwl,47ada13f377c37b265951931d930da10824057bbc9807b184284be48980d0ddb,5119256,component artifact,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_AF_NORMALIZED,"integrated artifact after AF class-label normalization; classifier arithmetic, class ID, and numeric evidence are unchanged"
ART-00140,afe_xmodel,이수환,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,afe_input_dataset/afe_input_ARR.csv,components/afe_xmodel/afe_input_dataset/afe_input_ARR.csv,ef1457f4419548dff678bfa0f39dbe6f8ed7eb8a779f72ac2ac3fc599d7960a8,1535769,tabular evidence,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00141,afe_xmodel,이수환,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,afe_input_dataset/afe_input_ARR.pwl,components/afe_xmodel/afe_input_dataset/afe_input_ARR.pwl,897f5923feaabdab9daa787fd5fb59ae47442617bea0e590c322abc6893d5f5f,5119243,component artifact,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00142,afe_xmodel,이수환,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,afe_input_dataset/afe_input_CHF.csv,components/afe_xmodel/afe_input_dataset/afe_input_CHF.csv,41f51749ecc644ab43222cf3a5c0510b8b7eaf21f07b2237493a9f45b87c92a9,1565465,tabular evidence,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00143,afe_xmodel,이수환,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,afe_input_dataset/afe_input_CHF.pwl,components/afe_xmodel/afe_input_dataset/afe_input_CHF.pwl,cdd4d880a7a6f474c55a53ec050586a054176a7fe756b9d76c24798d78596767,5119743,component artifact,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00144,afe_xmodel,이수환,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,afe_input_dataset/afe_input_NSR.csv,components/afe_xmodel/afe_input_dataset/afe_input_NSR.csv,afa46084c968686a216577fb17e09f976ec8744d20b2f1092a1b454da5232e65,1439534,tabular evidence,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00145,afe_xmodel,이수환,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,afe_input_dataset/afe_input_NSR.pwl,components/afe_xmodel/afe_input_dataset/afe_input_NSR.pwl,b5cb4f5f4ccfcf60c2070d05c5e06886b27d47d6168a55d754e7ae8ebadce2d5,5117646,component artifact,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00146,afe_xmodel,이수환,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,afe_input_dataset/afe_input_record100_NSR.csv,components/afe_xmodel/afe_input_dataset/afe_input_record100_NSR.csv,b0457ac0bc0b6900ed60d86f0198cc2d776e4d9a67df53ee126d1dc9f323537d,82857,tabular evidence,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00147,afe_xmodel,이수환,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,afe_input_dataset/afe_input_record100_NSR.pwl,components/afe_xmodel/afe_input_dataset/afe_input_record100_NSR.pwl,5c8de5435f97c6f9320b398869538cd6992caa6250825d89a9fd3d019fecca36,68295,component artifact,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00148,afe_xmodel,이수환,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,afe_input_dataset/README.md,components/afe_xmodel/afe_input_dataset/README.md,2a22f7e005e99d985725ead62f010ce29dc8e7b305d028e8728e7d984d24043f,4489,documentation,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_AF_NORMALIZED,"integrated artifact after AF class-label normalization; classifier arithmetic, class ID, and numeric evidence are unchanged"
ART-00149,afe_xmodel,이수환,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,algorithm/.gitkeep,components/afe_xmodel/algorithm/.gitkeep,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,1,component artifact,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00150,afe_xmodel,이수환,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,algorithm/analyze_ecg_parameters.py,components/afe_xmodel/algorithm/analyze_ecg_parameters.py,461974bea2e3e54a8d61f36f25f35099da021f122a411b0653f2ffe7ebc77e50,15013,Python source,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00151,afe_xmodel,이수환,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,algorithm/boxplot10rank/boxplot_01_Delta_SignChangeRate.png,components/afe_xmodel/algorithm/boxplot10rank/boxplot_01_Delta_SignChangeRate.png,404d2104136d50ccb451995d1bbff0942339fc3f06e642bdd92611533492f8f6,60408,figure,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_AF_NORMALIZED,"integrated artifact after AF class-label normalization; classifier arithmetic, class ID, and numeric evidence are unchanged"
ART-00152,afe_xmodel,이수환,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,algorithm/boxplot10rank/boxplot_02_R_Amp_Mean.png,components/afe_xmodel/algorithm/boxplot10rank/boxplot_02_R_Amp_Mean.png,2c3a035edd2fdb4245f9ed116f10537241a02304402358148e6c4514911b775e,47808,figure,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_AF_NORMALIZED,"integrated artifact after AF class-label normalization; classifier arithmetic, class ID, and numeric evidence are unchanged"
ART-00153,afe_xmodel,이수환,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,algorithm/boxplot10rank/boxplot_03_Delta_P99Abs.png,components/afe_xmodel/algorithm/boxplot10rank/boxplot_03_Delta_P99Abs.png,148612cfa91979b71a6d9133cc0aa00c8f501f9e4f16b6ddb45a49c2ceb4f02c,53280,figure,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_AF_NORMALIZED,"integrated artifact after AF class-label normalization; classifier arithmetic, class ID, and numeric evidence are unchanged"
