case_id,label,expected_class,pred_class,pred_valid,correct,beat_count,pnn_match_count,pnn_mismatch_count,dscr_flip_count,dscr_slope_count,ram_code_sum,ram_code_count,rdm_valid_count,rdm_code_sum,rdm_ge10_count,rdm_ge20_count,rdm_ge30_count,rdm_ge40_count,rdm_ge50_count,rdm_ge60_count,rdm_ge70_count,rdm_ge80_count,rdm_ge90_count,rdm_ge100_count,rdm_ge110_count,rdm_ge120_count,rdm_ge130_count,rdm_ge140_count,rdm_ge150_count,score_nsr,score_chf,score_arr,score_aff,ectopic_pair_count,rr_alt_count,amp_jump_count,width_jump_count,qrs_maf_valid_count,qrs_maf_count,qrs_maf_code_sum,qrs_width_abn_count,qrs_complex_abn_count,qrs_energy_abn_count,qrs_terminal_delay_count,qrs_late_energy_count,qrs_asymmetry_count,qrs_peak_to_tail_count,qrs_pvc_like_count,qrs_rbbb_like_count,qrs_maf_width_sum,qrs_maf_complex_sum,qrs_maf_energy_sum,qrs_maf_late_event_sum,qrs_maf_late_energy_sum,qrs_maf_asymmetry_sum,qrs_maf_peak_tail_sum,qrs_template_mismatch_count,qrs_template_strong_count,qrs_template_width_count,qrs_template_energy_count,qrs_template_tail_count,qrs_template_score_sum,qrs_template_ready_count,abnormal_beat_valid_count,abnormal_beat_count,abnormal_beat_mid_count,abnormal_beat_high_count,abnormal_beat_strong_count,abnormal_beat_score_sum,rbbb_delay_valid_count,rbbb_delay_wide_count,rbbb_delay_terminal_count,rbbb_delay_like_count,rbbb_delay_segment_count,rbbb_delay_applied_count,pre_qrs_bump_count,eerg_gate_count,eerg_applied_count,eerg_pre_qrs_bump_count,eerg_early_count,eerg_ecp_count,eerg_pnn_decision_count,eerg_pnn_mismatch_count,eerg_rdm_valid_count,eerg_rdm_code_sum,score_arr_before_eerg,mem_file
118,NSR,0,0,1,1,90,88,0,79,662,682,88,88,128,65,39,20,4,0,0,0,0,0,0,0,0,0,0,0,-21831,-93566,24844,-24615,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,2912,79,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,90,0,0,90,0,0,88,0,88,128,24844,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0040_NSR_19140_60s_25870000ms.mem
119,NSR,0,0,1,1,76,69,5,147,1510,661,69,74,271,56,48,38,27,20,15,15,12,8,7,5,5,5,5,5,47992,-96318,950,-38449,3,0,0,0,76,2,3,2,0,0,0,0,0,0,0,0,3711,145,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,76,1,1,76,7,3,74,5,74,271,950,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0041_NSR_19140_60s_35670000ms.mem
120,NSR,0,0,1,1,73,71,0,143,1368,639,71,71,158,52,38,23,16,9,8,7,4,1,0,0,0,0,0,0,68212,-101978,-20876,-49469,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,3433,143,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,73,0,0,73,0,0,71,0,71,158,-20876,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0042_NSR_19140_60s_37730000ms.mem
121,NSR,0,0,1,1,77,75,0,153,2141,824,75,75,125,58,35,19,8,3,2,0,0,0,0,0,0,0,0,0,19129,-112006,16397,-58633,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,2882,153,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,77,0,0,77,0,0,75,0,75,125,16397,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0043_NSR_19140_60s_48790000ms.mem
122,NSR,0,0,1,1,73,65,6,141,1812,648,65,71,252,60,50,38,25,15,10,8,7,6,6,6,6,5,5,5,14518,-105013,20698,-42219,1,0,0,0,73,2,7,2,0,0,0,0,0,0,0,0,3638,141,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,73,0,0,73,4,1,71,6,71,252,20698,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0044_NSR_19140_60s_55140000ms.mem
123,NSR,0,0,1,1,67,65,0,129,923,542,65,65,219,60,51,38,27,19,11,8,4,1,0,0,0,0,0,0,88516,-120658,8628,-63294,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,3088,127,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,66,0,0,66,4,0,65,0,65,219,8628,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0045_NSR_19140_60s_55480000ms.mem
124,NSR,0,0,1,1,72,69,1,143,1119,572,68,70,243,62,49,42,30,23,16,9,6,3,2,1,0,0,0,0,94990,-121557,-13623,-51960,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,3268,141,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,71,0,0,71,0,0,69,1,70,243,-13623,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0046_NSR_19140_60s_62330000ms.mem
125,NSR,0,0,1,1,82,80,0,142,1201,799,80,80,123,47,34,20,9,7,4,2,0,0,0,0,0,0,0,0,64494,-73112,-63132,-55771,1,0,0,0,82,2,4,0,0,2,0,0,0,0,0,0,3410,142,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,82,0,0,82,6,1,80,0,80,123,-63132,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0047_NSR_19140_60s_62690000ms.mem
126,NSR,0,0,1,1,68,64,2,135,1778,650,65,66,308,62,55,51,39,32,23,15,8,7,6,4,3,1,1,1,95319,-108905,-37611,-57563,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,3153,135,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,68,0,0,68,0,0,66,2,66,308,-37611,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0048_NSR_19140_60s_66240000ms.mem
127,CHF,1,1,1,1,59,56,1,0,213,614,56,57,68,26,11,6,3,3,3,3,3,2,2,2,1,1,1,1,11548,21617,-81335,-50100,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,5916,0,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,1,0,0,0,59,0,0,59,1,0,57,1,57,68,-81335,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0050_CHF_chf01_60s_1480000ms.mem
128,CHF,1,1,1,1,60,58,0,2,290,583,58,58,41,28,10,3,0,0,0,0,0,0,0,0,0,0,0,0,5523,13869,-64747,-50860,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,6066,1,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,1,1,0,0,60,0,0,60,0,0,58,0,58,41,-64747,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0051_CHF_chf01_60s_1720000ms.mem
129,CHF,1,0,1,0,69,56,11,50,669,663,56,67,207,40,21,14,11,11,11,11,11,11,11,11,11,11,11,11,-82648,-21974,-6995,-4770,2,0,0,0,69,6,31,6,0,1,0,0,0,0,0,0,6912,25,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,69,0,0,69,8,2,67,11,67,207,-6995,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0052_CHF_chf01_60s_1990000ms.mem
130,CHF,1,1,1,1,60,57,1,115,4013,0,57,58,83,31,20,14,7,4,2,1,1,1,1,1,0,0,0,0,-11670,-29356,-34877,-9471,0,0,0,0,60,11,127,10,0,4,0,0,0,0,0,0,3930,115,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,2,60,2,0,0,60,0,0,60,0,0,58,1,58,83,-34877,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0053_CHF_chf01_60s_22910000ms.mem
131,CHF,1,1,1,1,80,74,4,151,5349,840,74,78,123,35,14,8,8,8,6,6,6,5,5,5,5,4,4,4,-86196,-1033,-83381,-39680,1,0,0,0,80,18,354,10,0,10,0,0,0,0,0,0,5202,151,1477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,2,56,2,0,0,80,0,0,80,5,1,78,4,78,123,-83381,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0054_CHF_chf01_60s_26300000ms.mem
132,CHF,1,1,1,1,65,63,0,126,4697,26,63,63,35,26,9,0,0,0,0,0,0,0,0,0,0,0,0,0,-15106,3436,-72018,4649,0,0,0,0,65,4,75,1,0,3,0,0,0,0,0,0,5527,126,1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,1,53,1,0,0,65,0,0,65,0,0,63,0,63,35,-72018,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0055_CHF_chf01_60s_26880000ms.mem
133,CHF,1,1,1,1,64,61,0,124,4710,46,61,62,38,24,6,1,1,1,1,1,1,1,1,0,0,0,0,0,-28722,14051,-78190,-9030,0,0,0,0,63,11,248,7,0,9,0,0,0,0,0,0,6125,123,1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,1,25,1,0,0,63,0,0,63,0,0,61,0,62,38,-78190,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0056_CHF_chf01_60s_29220000ms.mem
134,CHF,1,1,1,1,74,60,12,146,5235,116,59,72,232,44,21,14,14,14,14,14,13,12,12,12,12,12,12,12,-254155,-32003,115586,49894,1,0,0,0,73,18,259,12,0,8,0,0,0,0,0,0,5177,139,1271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,12,67,12,1,1,73,0,0,73,8,1,72,12,72,232,115586,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0057_CHF_chf01_60s_30440000ms.mem
135,CHF,1,1,1,1,66,64,0,131,4892,0,64,64,32,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,-19265,12318,-77970,5409,0,0,0,0,66,5,71,0,0,5,0,0,0,0,0,0,5811,131,1329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,2,38,2,0,0,66,0,0,66,0,0,64,0,64,32,-77970,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0058_CHF_chf01_60s_31990000ms.mem
136,CHF,1,1,1,1,65,63,0,0,102,561,63,63,41,30,9,2,0,0,0,0,0,0,0,0,0,0,0,0,-2683,13701,-67023,-37713,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,6573,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,65,0,0,65,0,0,63,0,63,41,-67023,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0059_CHF_chf01_60s_41350000ms.mem
137,CHF,1,0,1,0,58,56,0,18,562,504,56,56,52,36,16,0,0,0,0,0,0,0,0,0,0,0,0,0,-13199,-21742,-5730,-46993,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,5867,9,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,1,0,0,0,58,0,0,58,0,0,56,0,56,52,-5730,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0060_CHF_chf01_60s_44690000ms.mem
138,CHF,1,0,1,0,60,58,0,30,685,605,58,58,41,34,7,0,0,0,0,0,0,0,0,0,0,0,0,0,-7924,-12873,-31719,-47640,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,6077,16,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,60,0,0,60,0,0,58,0,58,41,-31719,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0061_CHF_chf01_60s_47040000ms.mem
139,CHF,1,1,1,1,60,58,0,6,549,519,58,58,49,29,12,1,1,1,1,1,1,1,1,0,0,0,0,0,-21735,-8375,-37480,-37195,0,0,0,0,60,7,59,7,0,0,0,0,0,0,0,0,5995,4,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,60,0,0,60,0,0,58,0,58,49,-37480,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0062_CHF_chf01_60s_48210000ms.mem
140,CHF,1,0,1,0,59,54,3,27,593,559,53,57,83,33,9,4,4,3,3,3,3,3,3,3,3,3,3,3,-21909,-2384,-30190,-41073,1,0,0,0,58,2,31,1,0,1,0,0,0,0,0,0,5801,20,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,58,0,0,58,1,1,56,3,57,83,-30190,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0063_CHF_chf01_60s_52280000ms.mem
141,CHF,1,1,1,1,53,51,0,0,382,549,51,51,26,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,16569,27858,-77909,-57300,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,5365,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1,1,1,0,0,53,0,0,53,0,0,51,0,51,26,-77909,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0064_CHF_chf01_60s_63130000ms.mem
142,CHF,1,2,1,0,62,55,5,38,901,569,55,60,140,30,20,11,9,8,8,8,8,7,6,6,5,5,5,4,-5715,6195,-65489,-33289,2,0,0,0,62,1,3,1,0,0,0,0,0,0,0,0,6186,21,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1,4,1,0,0,62,0,0,62,3,2,60,5,60,140,-65489,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0065_CHF_chf01_60s_67930000ms.mem
143,CHF,1,1,1,1,92,90,0,0,0,320,90,90,155,46,28,23,18,14,11,7,6,1,1,0,0,0,0,0,2753,3339,-108731,24908,0,0,0,0,92,1,1,1,0,0,0,0,0,0,0,0,5391,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,92,0,0,92,0,0,90,0,90,155,-108731,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0223_CHF_chf04_60s_3900000ms.mem
144,CHF,1,1,1,1,86,78,5,2,1262,309,78,84,100,27,8,7,6,5,5,5,5,5,5,5,5,4,4,4,-56112,67311,-135568,37939,2,0,0,0,85,1,6,1,0,0,0,0,0,0,0,0,3858,2,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,1,0,0,0,85,0,0,85,1,2,83,5,84,100,-135568,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0224_CHF_chf04_60s_8660000ms.mem
145,CHF,1,1,1,1,91,89,0,0,0,89,89,89,53,33,12,5,3,0,0,0,0,0,0,0,0,0,0,0,-18290,36178,-118145,51389,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,3257,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,91,0,0,91,0,0,89,0,89,53,-118145,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0226_CHF_chf04_60s_16790000ms.mem
146,CHF,1,1,1,1,103,91,10,0,0,178,90,101,364,76,68,50,32,24,18,14,11,11,10,10,10,10,10,10,-96477,-52501,52599,56257,4,0,0,0,102,3,3,3,0,0,0,0,0,0,0,0,3074,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,102,1,1,102,3,4,100,10,101,364,52599,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0227_CHF_chf04_60s_21850000ms.mem
147,CHF,1,1,1,1,105,101,2,0,0,293,101,103,356,79,67,57,44,34,28,17,9,7,4,2,2,2,2,2,-17236,-76897,-36258,38306,0,0,0,0,105,8,16,7,0,1,0,0,0,0,0,0,4643,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,105,0,0,105,0,0,103,2,103,356,-36258,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0228_CHF_chf04_60s_22000000ms.mem
148,CHF,1,1,1,1,99,94,3,0,0,267,93,97,430,87,80,71,55,41,34,25,13,8,5,3,2,2,2,2,26671,-88820,-26421,15772,1,0,0,0,98,1,5,1,0,0,0,0,0,0,0,0,4514,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,98,0,0,98,1,1,96,3,97,430,-26421,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0229_CHF_chf04_60s_23660000ms.mem
149,CHF,1,1,1,1,96,90,4,0,0,448,90,94,249,56,48,37,29,21,14,8,6,5,5,4,4,4,4,4,-25981,-11315,-75837,20722,0,0,0,0,96,1,1,1,0,0,0,0,0,0,0,0,3092,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,96,0,0,96,0,0,94,4,94,249,-75837,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0230_CHF_chf04_60s_28540000ms.mem
150,CHF,1,1,1,1,89,81,6,0,611,64,81,87,103,19,6,6,6,6,6,6,6,6,6,6,6,6,6,6,-36846,93026,-150580,69364,3,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,3698,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,89,1,1,89,2,3,87,6,87,103,-150580,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0231_CHF_chf04_60s_33580000ms.mem
151,CHF,1,1,1,1,103,98,3,0,0,237,98,101,350,86,68,59,41,30,18,15,10,8,3,3,3,2,2,2,-45841,-89129,18924,37034,0,0,0,0,103,5,4,5,0,0,0,0,0,0,0,0,4373,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,103,0,0,103,1,0,101,3,101,350,18924,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0232_CHF_chf04_60s_36720000ms.mem
152,CHF,1,1,1,1,101,93,6,0,0,185,93,99,157,43,20,14,12,9,9,8,8,7,6,5,4,4,4,4,-59470,32968,-110376,71851,2,0,0,0,101,1,10,1,0,1,0,0,0,0,0,0,6219,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,1,1,1,0,0,101,0,0,101,2,2,99,6,99,157,-110376,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0236_CHF_chf04_60s_46490000ms.mem
153,CHF,1,1,1,1,96,89,5,0,655,80,89,94,180,43,27,19,15,12,11,8,8,7,6,6,5,5,4,4,-55274,31557,-104986,73039,1,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,3945,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,96,0,0,96,1,1,94,5,94,180,-104986,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0237_CHF_chf04_60s_47230000ms.mem
154,CHF,1,1,1,1,86,81,3,0,522,157,81,84,65,23,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-29373,70689,-152531,51540,1,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,3584,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,86,0,0,86,1,1,84,3,84,65,-152531,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0238_CHF_chf04_60s_48600000ms.mem
155,CHF,1,1,1,1,86,83,0,0,594,83,83,84,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8169,88300,-197190,47861,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,3571,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,85,0,0,85,0,0,83,0,84,14,-197190,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0239_CHF_chf04_60s_48810000ms.mem
156,CHF,1,1,1,1,90,82,6,0,9,410,82,88,129,32,13,9,7,7,7,7,6,6,6,6,6,6,6,5,-47550,49892,-99339,37092,3,0,0,0,90,1,0,1,0,0,0,0,0,0,0,0,5446,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,90,1,1,90,2,3,88,6,88,129,-99339,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0240_CHF_chf04_60s_52500000ms.mem
157,CHF,1,1,1,1,84,72,9,0,1196,40,72,82,177,26,17,15,14,13,13,12,11,10,9,9,7,7,7,7,-46508,76538,-116493,58975,5,0,0,0,83,1,4,1,0,0,0,0,0,0,0,0,3825,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,83,1,1,83,3,5,81,9,82,177,-116493,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0241_CHF_chf04_60s_53900000ms.mem
158,CHF,1,1,1,1,87,81,4,0,0,279,81,85,166,44,20,18,14,9,9,8,7,7,7,6,6,5,3,3,-47174,16198,-80981,40745,2,0,0,0,87,2,1,2,0,0,0,0,0,0,0,0,5362,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,87,0,0,87,3,2,85,4,85,166,-80981,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0242_CHF_chf04_60s_60800000ms.mem
159,CHF,1,1,1,1,89,84,3,0,0,312,84,87,128,29,17,13,9,8,7,7,6,6,6,6,5,3,3,3,-12529,52541,-155999,43541,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,5668,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,89,0,0,89,3,0,87,3,87,128,-155999,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0243_CHF_chf04_60s_60910000ms.mem
160,CHF,1,1,1,1,88,85,1,0,0,392,85,86,78,34,10,7,6,4,3,2,2,2,2,2,1,1,1,1,-28645,30200,-115542,28115,0,0,0,0,88,2,5,2,0,0,0,0,0,0,0,0,5600,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,88,0,0,88,1,0,86,1,86,78,-115542,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0244_CHF_chf04_60s_61290000ms.mem
161,CHF,1,1,1,1,102,97,3,0,47,551,97,100,221,57,35,31,21,18,15,11,8,6,6,4,3,3,2,1,-36966,-8828,-98562,31245,0,0,0,0,102,4,21,3,0,1,0,0,0,0,0,0,2489,0,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,102,0,0,102,0,0,100,3,100,221,-98562,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0245_CHF_chf04_60s_70010000ms.mem
162,CHF,1,1,1,1,110,105,3,215,4640,1470,105,108,64,17,5,4,4,4,3,3,3,3,3,3,3,3,3,3,12889,21789,-267925,-20592,0,0,0,0,110,5,68,5,0,0,0,0,0,0,0,0,3176,215,1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,5,87,5,1,0,110,0,0,110,0,0,108,3,108,64,-267925,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0050_CHF_chf05_60s_1270000ms.mem
163,CHF,1,1,1,1,113,110,0,207,4997,1406,110,111,241,72,63,49,29,11,9,8,0,0,0,0,0,0,0,0,8575,-99774,-83584,-84990,0,0,0,0,112,6,149,4,0,5,0,0,0,0,0,0,6148,206,1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,15,0,0,0,112,0,0,112,0,0,110,0,111,241,-83584,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0051_CHF_chf05_60s_5410000ms.mem
164,CHF,1,1,1,1,105,103,0,206,4986,1333,103,103,38,22,6,5,2,1,1,1,0,0,0,0,0,0,0,0,17584,11935,-238207,-36982,0,0,0,0,105,7,119,5,0,2,0,0,0,0,0,0,3153,205,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,2,90,2,0,0,105,0,0,105,0,0,103,0,103,38,-238207,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0052_CHF_chf05_60s_7050000ms.mem
